name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,price_bin,price_per_day,is_premium,price_log
Lovely canal appartement with garden in De Pijp,61766238,De Pijp - Rivierenbuurt,52.34932,4.90317,Entire Home,246.0,3,10,2025-05-17,0.37,1,346,3,46.0,$201-500,0.7089337175792507,False,5.5093883366279774
"Spacious, central and arty",14055367,De Baarsjes - Oud-West,52.36483281,4.876747658,Entire Home,233.0,2,6,2023-08-30,0.21,1,171,0,672.0,$201-500,1.3546511627906976,False,5.455321115357702
Unique Houseboat Amsterdam North,4251914,Oud-Noord,52.39479723,4.905592246,Entire Home,223.0,3,4,2023-06-03,0.13,1,0,0,760.0,$201-500,223.0,False,5.4116460518550396
Vondel Apartment,20578287,Zuid,52.3561,4.85639,Entire Home,225.0,5,9,2025-05-01,0.32,1,44,2,62.0,$201-500,5.0,False,5.420534999272286
Appartement in Amsterdam,249058042,De Baarsjes - Oud-West,52.3687973,4.8500122,Entire Home,315.0,3,2,2023-02-25,0.07,1,365,0,858.0,$201-500,0.860655737704918,False,5.755742213586912
Modern 2 bedroom townhouse in  Amsterdam center,397637440,Centrum-West,52.372014,4.8900161,Entire Home,420.0,2,19,2025-06-08,0.65,1,56,9,24.0,$201-500,7.368421052631579,True,6.042632833682381
Friendly family home ‘Komeet’,4542627,Noord-West,52.41351896,4.880155408,Entire Home,223.0,5,3,2024-05-09,0.12,1,0,0,419.0,$201-500,223.0,False,5.4116460518550396
Parkside Spacious Flat with Garden,57369626,Zuid,52.35232604,4.848721672,Entire Home,720.0,2,10,2025-04-22,0.4,1,82,3,71.0,$500+,8.674698795180722,True,6.580639137284949
Stylish apartment with balcony in lovely area,275964056,De Baarsjes - Oud-West,52.3686839,4.859370147,Entire Home,223.0,3,4,2023-06-07,0.15,1,0,0,756.0,$201-500,223.0,False,5.4116460518550396
"Light, tasteful, great location",495679628,Centrum-West,52.38029,4.88584,Entire Home,223.0,4,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Gezellige sfeervolle appartement in ‘de Pijp’,60030634,De Pijp - Rivierenbuurt,52.355699,4.89659,Entire Home,650.0,1,23,2025-05-31,0.89,1,235,11,32.0,$500+,2.7542372881355934,True,6.478509642208569
"Charming, double bedroom Vondelpark flat",376878047,De Baarsjes - Oud-West,52.359757,4.8641421,Entire Home,470.0,3,13,2025-05-18,0.48,1,9,7,45.0,$201-500,47.0,True,6.154858094016418
Cosy apartment East Amsterdam,153020793,Oostelijk Havengebied - Indische Buurt,52.36505002,4.937874349,Entire Home,145.0,4,9,2024-06-19,0.34,1,63,1,378.0,$101 -200,2.265625,False,4.983606621708336
Beautiful well located apartment,48748271,Oostelijk Havengebied - Indische Buurt,52.35981,4.93731,Entire Home,153.0,5,3,2023-08-30,0.11,1,0,0,672.0,$101 -200,153.0,False,5.0369526024136295
Amsterdam Central Apartment with balcony,495838645,Centrum-West,52.37398683,4.900400545,Entire Home,506.0,1,74,2025-05-07,2.67,10,294,31,56.0,$500+,1.7152542372881356,True,6.2285110035911835
Well-connected cool family spot,7952199,Bijlmer-Oost,52.32660414,4.967023688,Entire Home,145.0,7,3,2024-08-05,0.11,1,241,1,331.0,$101 -200,0.5991735537190083,False,4.983606621708336
Canal view brightful nest,30809711,Westerpark,52.37403231,4.867968969,Entire Home,285.0,7,7,2025-06-01,0.27,1,2,3,31.0,$201-500,95.0,False,5.655991810819852
"Central Located, Quiet, Original Canal Houseboat",6849979,Centrum-Oost,52.36747417,4.897202773,Entire Home,193.0,3,9,2024-09-15,0.51,2,212,8,290.0,$101 -200,0.9061032863849765,False,5.267858159063328
Beautiful apartment in Amsterdam,494288388,Centrum-West,52.37801,4.88496,Entire Home,223.0,1,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Cozy Private Room in a Monumental Building in Dam,76676515,Centrum-West,52.374302,4.8921789,Private Room,159.0,1,281,2025-06-14,9.6,1,169,105,18.0,$101 -200,0.9352941176470588,False,5.075173815233827
stylisch apartment with garden,38904369,De Pijp - Rivierenbuurt,52.34313,4.89544,Entire Home,175.0,2,5,2024-09-15,0.19,1,21,1,290.0,$101 -200,7.954545454545454,False,5.170483995038151
Spacious apartment in Amsterdam,82222574,De Pijp - Rivierenbuurt,52.3431761,4.896308159,Entire Home,223.0,3,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Lovely 1 bedroom condo in Amsterdam,156207273,Slotervaart,52.35371926,4.840622191,Private Room,78.0,5,15,2025-05-09,0.6,1,302,5,54.0,$51-100,0.25742574257425743,False,4.3694478524670215
Awesome stay near Vondel Park,16583473,De Baarsjes - Oud-West,52.35813956,4.851673879,Private Room,75.0,30,1,2024-06-29,0.08,9,362,1,368.0,$51-100,0.2066115702479339,False,4.330733340286331
Stylish apartment Rivierenbuurt,2561138,De Pijp - Rivierenbuurt,52.341569,4.9072932,Entire Home,223.0,4,11,2024-08-23,0.42,1,18,3,313.0,$201-500,11.736842105263158,False,5.4116460518550396
Cozy and quiet apartment on perfect location,14183701,Westerpark,52.37925842,4.875377305,Entire Home,139.0,7,7,2025-05-19,0.65,1,67,7,44.0,$101 -200,2.0441176470588234,False,4.941642422609304
"Best location, very light and nice place",438774190,De Baarsjes - Oud-West,52.3653,4.86938,Entire Home,223.0,2,10,2023-09-24,0.36,1,0,0,647.0,$201-500,223.0,False,5.4116460518550396
"Stylish apartment, away from Amsterdam buzz",22061260,Slotervaart,52.36492,4.82873,Entire Home,223.0,5,5,2023-08-17,0.18,1,0,0,685.0,$201-500,223.0,False,5.4116460518550396
Gezellig gezinsappartement,80716304,Oostelijk Havengebied - Indische Buurt,52.36125887,4.937177874,Entire Home,329.0,6,6,2025-04-27,0.23,1,163,2,66.0,$201-500,2.0060975609756095,False,5.799092654460526
Good apartment Amsterdam center,496305414,Bijlmer-Centrum,52.3077271,4.9537402,Entire Home,223.0,4,1,2023-04-27,0.04,1,0,0,797.0,$201-500,223.0,False,5.4116460518550396
Bright apt. with Rooftop Terrace @ shopping street,32401932,De Baarsjes - Oud-West,52.36456,4.86435,Entire Home,300.0,2,19,2025-05-06,0.67,1,55,11,57.0,$201-500,5.357142857142857,False,5.707110264748875
Hier wil je verblijven!,306604115,Bos en Lommer,52.384491,4.849515695,Entire Home,203.0,2,4,2024-10-08,0.27,1,12,2,267.0,$201-500,15.615384615384615,False,5.318119993844216
Design in the heart of Amsterdam,8196746,Centrum-West,52.3714608,4.8979551,Entire Home,223.0,5,3,2024-03-16,0.11,1,0,0,473.0,$201-500,223.0,False,5.4116460518550396
casa vrolik 1 person room with the bigger bed,4905127,Oud-Oost,52.35607,4.923,Private Room,101.0,2,21,2025-06-10,0.75,4,305,9,22.0,$101 -200,0.3300653594771242,False,4.624972813284271
Luxurious Family Home,496517242,De Baarsjes - Oud-West,52.37083,4.85997,Entire Home,223.0,3,17,2025-05-11,0.73,1,0,11,52.0,$201-500,223.0,False,5.4116460518550396
Apartment with Amstel views,230638233,Oud-Oost,52.3503066,4.9123096,Entire Home,214.0,4,9,2025-06-02,0.34,1,213,3,30.0,$201-500,1.0,False,5.3706380281276624
Cozy Home on Vondel Park,2484593,De Baarsjes - Oud-West,52.35879523,4.859787327,Entire Home,455.0,10,5,2025-05-27,0.28,1,337,2,36.0,$201-500,1.3461538461538463,True,6.1224928095143865
Bright apartment in Centre Amsterdam / Westerpark,473677950,Westerpark,52.38275073,4.870812111,Entire Home,223.0,3,4,2023-07-23,0.17,1,0,0,710.0,$201-500,223.0,False,5.4116460518550396
"Full, cosy apartment in Amsterdam",68982264,Bos en Lommer,52.37679,4.84035,Entire Home,223.0,3,1,2023-01-28,0.03,1,0,0,886.0,$201-500,223.0,False,5.4116460518550396
"Modern, convenient, spacious",2757683,Noord-West,52.40556547,4.915025666,Entire Home,223.0,14,9,2024-04-14,0.32,1,0,0,444.0,$201-500,223.0,False,5.4116460518550396
Luxurious Amsterdam Apartment for two,42184545,De Baarsjes - Oud-West,52.37251924,4.874006939,Entire Home,223.0,5,6,2025-01-29,0.21,1,5,1,154.0,$201-500,37.166666666666664,False,5.4116460518550396
Lovely appartment with sunny balcony,157745126,De Baarsjes - Oud-West,52.36054,4.85295,Entire Home,193.0,2,15,2025-05-05,0.57,1,12,5,58.0,$101 -200,14.846153846153847,False,5.267858159063328
Canal View Apartment,33639616,Centrum-Oost,52.37052876,4.921985699,Private Room,188.0,3,7,2024-07-07,0.29,1,78,2,360.0,$101 -200,2.3797468354430378,False,5.241747015059643
Pearl of the Jordaan,285974497,Centrum-West,52.3798763,4.8862862,Entire Home,300.0,2,30,2025-05-11,1.1,1,12,14,52.0,$201-500,23.076923076923077,False,5.707110264748875
Your luxurious home away from home in Amsterdam,496907900,Zuid,52.35175822,4.861439545,Entire Home,223.0,3,0,,0.0,1,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Luxe appartement in Amsterdam,50276818,De Baarsjes - Oud-West,52.36715148,4.876365227,Entire Home,223.0,3,4,2023-04-22,0.14,1,0,0,802.0,$201-500,223.0,False,5.4116460518550396
AmsterdamGrand  Penthouse  Central,495838645,Centrum-West,52.37352,4.90076,Entire Home,587.0,1,38,2025-05-17,1.38,10,251,17,46.0,$500+,2.3293650793650795,True,6.376726947898627
HotSpot 2 Bedroom with balcony,495838645,Centrum-West,52.37362,4.8988,Entire Home,428.0,1,44,2025-06-02,1.63,10,267,25,30.0,$201-500,1.5970149253731343,True,6.061456918928017
AmsterdamBase with pricate external space,495838645,Centrum-West,52.37433,4.90001,Entire Home,597.0,1,44,2025-06-02,1.56,10,273,16,30.0,$500+,2.178832116788321,True,6.393590753950631
AmsterdamFriends with balcony,495838645,Centrum-West,52.37203268,4.899359115,Entire Home,453.0,1,27,2025-05-26,1.01,10,307,15,37.0,$201-500,1.4707792207792207,True,6.118097198041348
Amsterdam Elegant,495838645,Centrum-Oost,52.3720175,4.900231291,Entire Home,587.0,1,54,2025-05-27,1.93,10,263,31,36.0,$500+,2.2234848484848486,True,6.376726947898627
Adorable 4 bedroom apartment,495838645,Centrum-West,52.37411,4.89873,Entire Home,597.0,1,64,2025-05-16,2.3,10,255,34,47.0,$500+,2.33203125,True,6.393590753950631
Two double bedroom apartment in central Amsterdam,6144062,Centrum-Oost,52.36107676,4.893328669,Entire Home,223.0,1,3,2023-06-28,0.11,1,0,0,735.0,$201-500,223.0,False,5.4116460518550396
Cozy unique apartment Amsterdam,419656082,De Baarsjes - Oud-West,52.372471,4.8548594,Entire Home,206.0,3,14,2025-05-04,0.52,1,338,6,59.0,$201-500,0.6076696165191741,False,5.332718793265369
Appartement former schoolbuilding Amsterdam-Noord,2386958,Oud-Noord,52.38816,4.92375,Entire Home,223.0,3,8,2024-09-15,0.28,1,0,1,290.0,$201-500,223.0,False,5.4116460518550396
Cozy family house with a garden.,3528246,Bijlmer-Oost,52.32283105,4.966710518,Entire Home,223.0,3,11,2024-11-03,0.41,1,2,4,241.0,$201-500,74.33333333333333,False,5.4116460518550396
Appartement met zonnige tuin in de Pijp,48791190,De Pijp - Rivierenbuurt,52.34948,4.89512,Entire Home,190.0,3,11,2025-05-03,0.42,1,7,3,60.0,$101 -200,23.75,False,5.25227342804663
Apartment with rooftop terrace,411296512,De Baarsjes - Oud-West,52.36958307,4.848948802,Entire Home,210.0,2,17,2025-03-13,0.69,1,314,3,111.0,$201-500,0.6666666666666666,False,5.351858133476067
Family house with big garden,43396666,Bos en Lommer,52.38012,4.85292,Entire Home,223.0,7,2,2024-05-15,0.14,1,0,0,413.0,$201-500,223.0,False,5.4116460518550396
"Loft in een oud schoolgebouw, perfecte locatie!",497542196,Oud-Oost,52.3594,4.92128,Entire Home,223.0,2,3,2023-06-25,0.12,1,0,0,738.0,$201-500,223.0,False,5.4116460518550396
Cozy studio next to Amstel river,497543132,De Pijp - Rivierenbuurt,52.35384678,4.902950211,Private Room,88.0,2,34,2023-12-10,1.22,2,32,0,570.0,$51-100,2.6666666666666665,False,4.48863636973214
Luxury waterfrontvilla Amsterdam,65114499,IJburg - Zeeburgereiland,52.3465026,5.0030478,Entire Home,695.0,10,0,,0.0,1,358,0,4197.0,$500+,1.935933147632312,True,6.54534966033442
Comfortable family house,11045085,Buitenveldert - Zuidas,52.324675,4.8836472,Entire Home,136.0,7,0,,0.0,1,178,0,4197.0,$101 -200,0.7597765363128491,False,4.919980925828125
Cozy apartment in Amsterdam West,28654320,Bos en Lommer,52.3772751,4.8504985,Entire Home,259.0,2,4,2025-05-19,0.35,1,5,4,44.0,$201-500,43.166666666666664,False,5.560681631015528
Spacious apartment (3 bedroom) in vibrant area,3256461,De Baarsjes - Oud-West,52.3663656,4.8540667,Entire Home,456.0,2,14,2025-04-27,0.52,1,77,6,66.0,$201-500,5.846153846153846,True,6.124683390894205
Luxurious family home in centre,497883332,De Baarsjes - Oud-West,52.3626951,4.8742753,Entire Home,675.0,4,4,2023-09-03,0.15,1,196,0,668.0,$500+,3.4263959390862944,True,6.516193076042964
Huis met tuin in Amsterdam City Center/De Pijp,310424576,De Pijp - Rivierenbuurt,52.35538119,4.89059532,Entire Home,400.0,2,15,2024-10-27,0.53,1,88,6,248.0,$201-500,4.49438202247191,True,5.993961427306569
Amsterdam apartment with a rooftop terrace,478494923,Oostelijk Havengebied - Indische Buurt,52.36273,4.93262,Entire Home,223.0,2,9,2024-02-26,0.48,1,0,0,492.0,$201-500,223.0,False,5.4116460518550396
Cozy & Spacious Green Oasis  — Cheap Parking!,12602717,Oud-Noord,52.3918,4.94935,Entire Home,194.0,4,13,2025-04-10,0.46,1,11,5,83.0,$101 -200,16.166666666666668,False,5.272999558563747
Canal house in Amsterdam Center,498094905,Centrum-Oost,52.36683764,4.907929888,Entire Home,600.0,2,11,2025-04-25,0.53,1,63,6,68.0,$500+,9.375,True,6.398594934535208
Gezellige benedenwoning met tuin,18654311,Oud-Oost,52.35593358,4.914607116,Entire Home,223.0,2,3,2024-04-11,0.11,1,0,0,447.0,$201-500,223.0,False,5.4116460518550396
"Artsy house+garden in Amsterdam North, near centre",6449672,Oud-Noord,52.38815,4.91173,Entire Home,181.0,5,8,2025-05-19,0.28,1,16,4,44.0,$101 -200,10.647058823529411,False,5.204006687076795
Spacious two-bedroom apartment,61045981,De Baarsjes - Oud-West,52.36768,4.86051,Entire Home,223.0,4,1,2023-07-20,0.04,1,0,0,713.0,$201-500,223.0,False,5.4116460518550396
Pretty apartment w/ Balcony in Old-West Amsterdam,72675755,De Baarsjes - Oud-West,52.3627828,4.8570294,Entire Home,223.0,1,18,2025-05-14,0.69,1,0,6,49.0,$201-500,223.0,False,5.4116460518550396
Beautiful home near Vondelpark,169218756,De Baarsjes - Oud-West,52.36221768,4.861975351,Entire Home,223.0,3,4,2024-09-01,0.15,1,1,1,304.0,$201-500,111.5,False,5.4116460518550396
Artistic & Green Amsterdam House,158854505,Bijlmer-Oost,52.31915717,4.989098274,Entire Home,223.0,4,5,2024-02-25,0.2,1,0,0,493.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment in Amsterdam,18920956,Bos en Lommer,52.37699,4.86118,Entire Home,223.0,3,1,2023-02-27,0.04,1,0,0,856.0,$201-500,223.0,False,5.4116460518550396
Modern and spacious apartment near Erasmuspark,196964857,Bos en Lommer,52.37795032,4.848733642,Entire Home,227.0,2,4,2023-10-23,0.16,1,120,0,618.0,$201-500,1.8760330578512396,False,5.429345628954441
Stylish & Modern Amsterdam apartment + Garden,10165030,De Baarsjes - Oud-West,52.364841,4.853432,Entire Home,195.0,3,8,2024-08-18,0.31,1,27,3,318.0,$101 -200,6.964285714285714,False,5.278114659230517
Cosy design studio near Jordaan,13419737,Westerpark,52.3769,4.87466,Entire Home,144.0,3,20,2025-05-21,0.81,1,248,8,42.0,$101 -200,0.5783132530120482,False,4.976733742420574
Beautiful place near Vondelpark,20838536,Zuid,52.35118594,4.849674177,Entire Home,223.0,2,1,2023-02-06,0.03,1,0,0,877.0,$201-500,223.0,False,5.4116460518550396
Luxurious private apartment,96827507,De Pijp - Rivierenbuurt,52.3439567,4.896532825,Entire Home,416.0,2,5,2024-07-14,0.18,1,356,2,353.0,$201-500,1.165266106442577,True,6.0330862217988015
Cosy city appartment,225378022,De Baarsjes - Oud-West,52.36152342,4.878003104,Entire Home,223.0,2,7,2023-05-08,0.25,1,0,0,786.0,$201-500,223.0,False,5.4116460518550396
Private luxurious apartment,39325615,De Pijp - Rivierenbuurt,52.3458308,4.8926097,Entire Home,312.0,3,17,2025-06-05,0.64,1,17,4,27.0,$201-500,17.333333333333332,False,5.746203190540153
"Beautiful cozy flat, canal vue",4203142,Centrum-West,52.375469,4.883413129,Entire Home,380.0,1,6,2025-05-25,0.26,1,269,3,38.0,$201-500,1.4074074074074074,True,5.942799375126701
Private modern apartment,77875737,Buitenveldert - Zuidas,52.33348669,4.873858612,Entire Home,157.0,5,1,2024-01-01,0.06,1,27,0,548.0,$101 -200,5.607142857142857,False,5.062595033026967
Lux Appartement The Pijp,499161967,De Pijp - Rivierenbuurt,52.3520565,4.8895236,Entire Home,124.0,1,3,2023-02-22,0.1,1,32,0,861.0,$101 -200,3.757575757575758,False,4.8283137373023015
Cosy 2BD Family Apartment in De Pijp,5325020,De Pijp - Rivierenbuurt,52.35217,4.89699,Entire Home,275.0,7,4,2023-08-30,0.14,1,24,0,672.0,$201-500,11.0,False,5.62040086571715
Artsy apartment in Amsterdam East,110482233,Watergraafsmeer,52.35515,4.93169,Entire Home,223.0,5,8,2025-02-16,0.28,1,0,2,136.0,$201-500,223.0,False,5.4116460518550396
Cozy and comfortable,24998514,Zuid,52.3487098,4.8472625,Entire Home,225.0,1,25,2025-05-03,0.89,1,89,7,60.0,$201-500,2.5,False,5.420534999272286
Family canalhouse with children's rooms & garden,6338603,De Baarsjes - Oud-West,52.36592,4.87556,Entire Home,223.0,4,7,2025-03-29,0.26,1,0,4,95.0,$201-500,223.0,False,5.4116460518550396
Stijlvol en warm appartement,58540762,Bos en Lommer,52.37664,4.85234,Entire Home,223.0,2,5,2023-09-17,0.18,1,0,0,654.0,$201-500,223.0,False,5.4116460518550396
Lovely private studio in the heart of Amsterdam,136379923,Centrum-West,52.38096,4.88636,Entire Home,219.0,1,16,2025-06-14,0.65,1,8,12,18.0,$201-500,24.333333333333332,False,5.393627546352362
Lux & cozy in heart of Amsterdam,42527635,De Baarsjes - Oud-West,52.3653471,4.8643086,Entire Home,223.0,3,9,2023-12-31,0.33,1,0,0,549.0,$201-500,223.0,False,5.4116460518550396
Stylish renovated home Amsterdam Zuid,4584159,Zuid,52.3501,4.85085,Entire Home,215.0,2,6,2025-05-23,0.75,1,8,6,40.0,$201-500,23.88888888888889,False,5.375278407684165
Mooi en licht appartement in Amsterdam Oost,499627064,Watergraafsmeer,52.35193198,4.940220179,Entire Home,223.0,4,1,2023-04-22,0.04,1,0,0,802.0,$201-500,223.0,False,5.4116460518550396
Luxury studio incl. bikes. Close to De Pijp & RAI,499650474,De Pijp - Rivierenbuurt,52.3439471,4.8925317,Entire Home,256.0,3,117,2025-06-10,4.67,1,39,52,22.0,$201-500,6.4,False,5.54907608489522
Cosy 2 bedroom flat with canal & sunset view,228109167,De Baarsjes - Oud-West,52.37059,4.87146,Entire Home,360.0,3,10,2025-03-18,0.36,1,179,7,106.0,$201-500,2.0,False,5.8888779583328805
Amazing park view apartment,54887610,Noord-West,52.4055891,4.915168721,Entire Home,146.0,4,3,2023-07-04,0.11,1,18,0,729.0,$101 -200,7.684210526315789,False,4.990432586778736
Luxe appartement Amsterdam west,130446084,Westerpark,52.37863,4.87551,Entire Home,300.0,7,10,2024-07-05,0.37,1,21,2,362.0,$201-500,13.636363636363637,False,5.707110264748875
1 Bedroom Apartment in AMS,71315343,Bos en Lommer,52.37714,4.86186,Entire Home,223.0,21,1,2023-04-16,0.04,1,0,0,808.0,$201-500,223.0,False,5.4116460518550396
"Private room Amsterdam ZO, free onsite parking",67323192,Bijlmer-Centrum,52.31659,4.95345,Private Room,223.0,3,39,2024-07-30,1.4,1,0,6,337.0,$201-500,223.0,False,5.4116460518550396
Stylish 1BR apartment close to Vondelpark,5026952,De Baarsjes - Oud-West,52.36346385,4.851424181,Entire Home,250.0,4,8,2025-01-02,0.31,1,166,1,181.0,$201-500,1.4970059880239521,False,5.5254529391317835
Home away from home,26619532,De Baarsjes - Oud-West,52.35959048,4.860507455,Entire Home,201.0,2,14,2025-05-17,0.54,1,352,3,46.0,$201-500,0.5694050991501416,False,5.308267697401205
Cozy near Westerpark and Jordaan,5037898,Westerpark,52.38545018,4.872502174,Entire Home,257.0,3,13,2025-06-10,0.5,1,361,7,22.0,$201-500,0.7099447513812155,False,5.552959584921617
"Luxury harbor view apartment, perfect location!",499961169,Watergraafsmeer,52.34016895,4.918800187,Entire Home,223.0,1,7,2023-07-29,0.25,1,0,0,704.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment in the Oude Pijp,40693236,De Pijp - Rivierenbuurt,52.3564418,4.8958017,Entire Home,223.0,3,20,2025-05-16,0.75,1,0,9,47.0,$201-500,223.0,False,5.4116460518550396
Jordaan apartment ground floor,333717113,Centrum-West,52.38061987,4.883523135,Entire Home,167.0,1,7,2024-09-22,0.4,1,5,3,283.0,$101 -200,27.833333333333332,False,5.123963979403259
Knus appartement nabij centrum,49101753,Westerpark,52.3751674,4.872951636,Entire Home,223.0,3,2,2025-04-20,0.07,1,0,1,73.0,$201-500,223.0,False,5.4116460518550396
"A home from home with roof terrace, near the Pijp",500433579,De Pijp - Rivierenbuurt,52.34767701,4.894798822,Entire Home,223.0,2,5,2023-08-09,0.19,1,0,0,693.0,$201-500,223.0,False,5.4116460518550396
"Mooi, stijlvol en ruim appartement in Amsterdam",262935203,Slotervaart,52.3682,4.84085,Entire Home,223.0,3,6,2024-09-03,0.22,1,0,2,302.0,$201-500,223.0,False,5.4116460518550396
Groot appartement met dakterras.,135075092,De Baarsjes - Oud-West,52.3710453,4.8699363,Entire Home,501.0,2,11,2025-04-23,0.41,1,236,4,70.0,$500+,2.1139240506329116,True,6.218600119691729
Entire two-bedroom home near Central Station,22705731,Oud-Noord,52.38364355,4.91117243,Entire Home,223.0,2,8,2024-12-24,0.29,1,0,3,190.0,$201-500,223.0,False,5.4116460518550396
Knus appartement in Amsterdam bij Vondelpark.,328610072,Zuid,52.35716709,4.859971645,Entire Home,189.0,3,11,2024-08-15,0.42,1,138,3,321.0,$101 -200,1.3597122302158273,False,5.247024072160486
Cosy family house in the very heart of the city,63690686,Centrum-West,52.37889,4.89027,Entire Home,645.0,7,4,2024-08-21,0.18,1,151,3,315.0,$500+,4.243421052631579,True,6.470799503782602
Cozy apartment with roof terrace near Vondelpark,30787331,Zuid,52.35314197,4.861452089,Entire Home,382.0,3,14,2025-06-01,0.52,1,52,5,31.0,$201-500,7.2075471698113205,True,5.948034989180646
"apartment in vibrant ""old west""",315247249,De Baarsjes - Oud-West,52.370969,4.871226,Entire Home,298.0,3,0,,0.0,1,177,0,4197.0,$201-500,1.6741573033707866,False,5.700443573390687
Romantic Nine Streets Apartment,169888857,Centrum-West,52.36917925,4.881740166,Entire Home,223.0,3,10,2024-10-20,0.36,1,35,2,255.0,$201-500,6.194444444444445,False,5.4116460518550396
Luxury apartment with big terrace in De Pijp,8156370,De Pijp - Rivierenbuurt,52.35747696,4.899623361,Entire Home,230.0,3,18,2025-05-14,0.65,1,9,8,49.0,$201-500,23.0,False,5.442417710521793
Hotel Weber Four Person Room,405910842,Centrum-Oost,52.36489,4.88026,Private Room,264.0,1,6,2024-07-22,0.22,7,348,1,345.0,$201-500,0.7564469914040115,False,5.579729825986222
XS Double Room Hotel Weber,405910842,Centrum-Oost,52.36489,4.88026,Private Room,162.0,1,3,2023-11-23,0.11,7,324,0,587.0,$101 -200,0.49846153846153846,False,5.093750200806762
Triple Room Hotel Weber,405910842,Centrum-Oost,52.36489,4.88026,Private Room,222.0,1,16,2025-05-31,0.58,7,354,2,32.0,$201-500,0.6253521126760564,False,5.407171771460119
Small Double Room Hotel Weber,405910842,Centrum-Oost,52.36489,4.88026,Private Room,174.0,1,4,2023-08-04,0.14,7,352,0,698.0,$101 -200,0.49291784702549574,False,5.1647859739235145
Double Room Hotel Weber,405910842,Centrum-Oost,52.36489,4.88026,Private Room,190.0,1,1,2023-03-10,0.04,7,320,0,845.0,$101 -200,0.5919003115264797,False,5.25227342804663
Modern apartment close to Vondelpark !,79115464,De Baarsjes - Oud-West,52.361224,4.861381,Entire Home,250.0,3,15,2025-05-25,0.55,1,20,5,38.0,$201-500,11.904761904761905,False,5.5254529391317835
Architect's Home with sunny green garden,10561330,Bos en Lommer,52.37657254,4.851406718,Entire Home,223.0,3,7,2024-08-13,0.27,1,0,1,323.0,$201-500,223.0,False,5.4116460518550396
stijlvol ouderwets plekje voor 1 persoon of stel.,110198627,Centrum-West,52.3809785,4.8913205,Entire Home,223.0,3,16,2025-05-05,0.68,1,7,5,58.0,$201-500,27.875,False,5.4116460518550396
"Aan het water, 2 p, zwemsteiger, ligplaats",37077495,Oud-Noord,52.3912347,4.9359616,Private Room,170.0,2,70,2025-06-08,2.55,1,114,32,24.0,$101 -200,1.4782608695652173,False,5.14166355650266
Typical Amsterdam Apartment,447528617,De Pijp - Rivierenbuurt,52.3430123,4.9022866,Entire Home,223.0,2,4,2023-09-18,0.15,1,0,0,653.0,$201-500,223.0,False,5.4116460518550396
Woonboot aan de Amstel,475243475,Watergraafsmeer,52.33613273,4.908701701,Entire Home,223.0,2,7,2023-08-08,0.26,1,0,0,694.0,$201-500,223.0,False,5.4116460518550396
Luxurious appartement in Amsterdam,2358581,De Baarsjes - Oud-West,52.36817,4.86129,Entire Home,223.0,3,7,2024-07-05,0.26,1,0,1,362.0,$201-500,223.0,False,5.4116460518550396
Spacious house in city centre!,96678833,Centrum-Oost,52.3618064,4.907647953,Entire Home,223.0,4,13,2025-05-18,0.53,1,17,3,45.0,$201-500,12.38888888888889,False,5.4116460518550396
Cosy apartment with big kitchen,10465958,Bos en Lommer,52.3773133,4.8509009,Entire Home,223.0,3,2,2023-07-16,0.08,1,0,0,717.0,$201-500,223.0,False,5.4116460518550396
Canal view apartment @Old South,36883654,Zuid,52.35130081,4.8473664,Entire Home,223.0,4,4,2023-05-27,0.15,1,0,0,767.0,$201-500,223.0,False,5.4116460518550396
Prachtig appartement in Amsterdam Noord,39423829,Noord-West,52.40655659,4.89676784,Entire Home,166.0,5,13,2025-04-20,0.49,2,72,4,73.0,$101 -200,2.2739726027397262,False,5.117993812416755
Private Vondelpark Condo,132483565,Zuid,52.34391117,4.861665855,Entire Home,223.0,2,24,2024-08-25,1.06,1,0,7,311.0,$201-500,223.0,False,5.4116460518550396
Recently renovated apartment in Amsterdam,10787311,Oostelijk Havengebied - Indische Buurt,52.3647545,4.9349199,Entire Home,223.0,2,10,2023-06-18,0.38,1,0,0,745.0,$201-500,223.0,False,5.4116460518550396
Mooi en licht appartement,197343930,Buitenveldert - Zuidas,52.32431,4.87463,Entire Home,167.0,2,12,2025-06-15,0.49,1,275,4,17.0,$101 -200,0.605072463768116,False,5.123963979403259
Renovated two bedroom appartment,49686797,De Pijp - Rivierenbuurt,52.34705,4.89918,Entire Home,289.0,3,6,2025-05-12,0.25,1,351,4,51.0,$201-500,0.8210227272727273,False,5.66988092298052
"Amazing penthouse with rooftop, spa, sauna&jacuzzi",364305280,Centrum-West,52.372636,4.8789349,Entire Home,1164.0,1,124,2025-06-06,4.54,21,362,30,26.0,$500+,3.206611570247934,True,7.060476365999801
